CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR
CERTIFIED,"PEARSON EDUCATION, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,HR SOLUTION IT MANAGER,Y,135741.0,2016
CERTIFIED,SYNTEL CONSULTING INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,78125.0,2016
CERTIFIED,LINKEDIN CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, BUSINESS SYSTEMS PROGRAMMING/ANALYSIS",Y,184122.0,2016
CERTIFIED,"ANSYS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, SOFTWARE DEVELOPMENT",Y,143853.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY),COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,78125.0,2016
CERTIFIED,"ORACLE FINANCIAL SERVICES SOFTWARE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOLUTION SPECIALIST DIRECTOR,Y,178755.0,2016
CERTIFIED,"T3C, INC. DBA RETAIL SOLUTIONS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER,Y,154440.0,2016
CERTIFIED,ARCH INSURANCE GROUP INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"ASSISTANT VICE PRESIDENT, IT OPERATIONS",Y,138133.0,2016
CERTIFIED,INTUIT INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ARCHITECT,Y,166049.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY),COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,96678.0,2016
CERTIFIED,DIGITAL GAMING CORPORATION USA,COMPUTER AND INFORMATION SYSTEMS MANAGERS,CHIEF TECHNOLOGY  OFFICER,Y,139818.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,106746.0,2016
CERTIFIED,"CAPGEMINI AMERICA, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR MANAGER (BUSINES ANALYST MANAGER 5),Y,154565.0,2016
CERTIFIED,SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR BUSINESS INTELLIGENCE MANAGER,Y,145725.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, PRODUCTION ENGINEERING",Y,115700.0,2016
CERTIFIED,"COMSCORE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,DIRECTOR,Y,118414.0,2016
CERTIFIED,"COGNILYTICS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,DATA ARCHITECTURE MANAGER,Y,128690.0,2016
CERTIFIED,"SAP LABS, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,DEVELOPMENT MANAGER,Y,120997.0,2016
CERTIFIED,"ANSYS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER,Y,124758.0,2016
CERTIFIED,SYNTEL INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,100526.0,2016
CERTIFIED,"FORTINET, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, SYSTEMS ENGINEERING, CALA",Y,163842.0,2016
CERTIFIED,"THOUGHTWORKS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD PROJECT MANAGER,Y,101774.0,2016
CERTIFIED,"BERNTSEN INTERNATIONAL, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,INFORMATION TECHNOLOGY PROJECT MANAGER,Y,79726.0,2016
CERTIFIED,"CAPGEMINI AMERICA, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR MANAGER (BUSINESS ANALYST MANAGER 5),Y,154565.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SERVICES IT MANAGER II,Y,119080.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEMS INTEGRATION MANAGER II,Y,113880.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SERVICES IT MANAGER II,Y,119080.0,2016
CERTIFIED,ACCENTURE LLP,COMPUTER AND INFORMATION SYSTEMS MANAGERS,APPLICATION LEAD,Y,103002.0,2016
CERTIFIED,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER - BUSINESS ANALYST,Y,84656.0,2016
CERTIFIED,ACCENTURE LLP,COMPUTER AND INFORMATION SYSTEMS MANAGERS,APPLICATION LEAD,Y,103002.0,2016
CERTIFIED,DAVITA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL LEAD (IT),Y,110677.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER II,Y,119080.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEMS INTEGRATION SR. MANAGER,Y,116794.0,2016
CERTIFIED,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE MANAGER - BUSINESS ANALYST,Y,84656.0,2016
CERTIFIED,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER,Y,106746.0,2016
CERTIFIED,"OMNICELL, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SR. MANAGER, ENGINEERING",Y,144499.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEMS INTEGRATION MANAGER II,Y,119080.0,2016
DENIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PORTFOLIO MANAGER II,Y,88935.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER II,Y,118040.0,2016
CERTIFIED,NVIDIA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE MANAGER,Y,154634.0,2016
WITHDRAWN,DAVITA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL LEAD (IT),Y,110677.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEM ADMINISTRATION SR. MANAGER,Y,91220.0,2016
CERTIFIED,"FIREEYE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, WEB ENGINEERING",Y,128600.0,2016
CERTIFIED,ENSOSOFT LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEMS DEVELOPMENT MANAGER,Y,99500.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SYSTEM ADMINISTRATION SR. MANAGER,Y,112764.0,2016
CERTIFIED,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE MANAGER-BUSINESS ANALYST,Y,106746.0,2016
CERTIFIED,"TECH MAHINDRA (AMERICAS),INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,DELIVERY MANAGER,Y,112632.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MGR IV,Y,142423.0,2016
CERTIFIED,DELL MARKETING L.P.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOFTWARE DEVELOPMENT MANAGER II,Y,119080.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,INFO SYSTEMS PROJECT/PROGRAM MGR IV,Y,106300.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,78125.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SR MANAGER, SOFTWARE APPS DEV ENGINEERING",Y,149000.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MANAGER V,Y,142423.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,76232.0,2016
CERTIFIED-WITHDRAWN,"RIOT GAMES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR DEVELOPMENT MANAGER,Y,149178.0,2016
CERTIFIED,APPLE INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ENGINEERING PROJECT MGR,Y,154440.0,2016
CERTIFIED-WITHDRAWN,"DANLAW, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,BUSINESS DEVELOPMENT MANAGER,Y,133786.0,2016
CERTIFIED,EMC CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, SOFTWARE ENGINEERING",Y,118414.0,2016
CERTIFIED,ARISGLOBAL LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE CLIENT PARTNER,Y,106163.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANBAY),COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER,Y,138133.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE PROGRAM - PRODUCT MGR III,Y,122509.0,2016
CERTIFIED,TRINET HR CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR MANAGER, SOFTWARE ENGINEERING",Y,165110.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT TRANSFORMATION MANAGER,Y,163883.0,2016
CERTIFIED,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE MANAGER- BUSINESS ANALYST,Y,94141.0,2016
CERTIFIED,"VERISK HEALTH, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, DATA OPERATIONS ENGINEERING",Y,72200.0,2016
CERTIFIED,JPMORGAN CHASE & CO.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"VICE PRESIDENT, APPLICATION DEVELOPMENT MANAGER",Y,138133.0,2016
CERTIFIED,"FASTLY, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MANAGER,Y,118414.0,2016
CERTIFIED,"MICRON TECHNOLOGY, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,IS PROJECT MANAGER,Y,75150.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,91666.0,2016
CERTIFIED,"DEMAND MEDIA, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,UI (USER INTERFACE) ENGINEER,Y,95659.0,2016
CERTIFIED,THOMAS GALLAWAY CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"ORACLE PRACTICE DIRECTOR, CENTRAL",Y,163883.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOLUTION ARCHITECT MANAGER,Y,158579.0,2016
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SPECIALIST LEADER,Y,112632.0,2016
CERTIFIED-WITHDRAWN,"RISK MANAGEMENT SOLUTIONS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, TECHNOLOGY CONSULTING",Y,141594.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,78125.0,2016
CERTIFIED,"EXLSERVICE.COM, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSISTANT VICE PRESIDENT,Y,123781.0,2016
CERTIFIED,"SCOUT MEDIA HOLDINGS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR COMPUTER SYSTEMS ENGINEER,Y,112362.0,2016
CERTIFIED,IPREO US LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR CLIENT DEPLOYMENT SPECIALIST,Y,106746.0,2016
CERTIFIED,REGAL-BELOIT CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT PROJECT MANAGER,Y,83096.0,2016
CERTIFIED,"TEGO, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT DIRECTOR,Y,120910.0,2016
CERTIFIED,"GURUCUL SOLUTIONS, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRINCIPAL SECURITY ARCHITECT,Y,122429.0,2016
CERTIFIED,"BROCADE COMMUNICATIONS SYSTEMS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR MANAGER, SOFTWARE TEST ENGINEERING",Y,154440.0,2016
CERTIFIED,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE MANAGER - BUSINESS CONSULTING,Y,106746.0,2016
CERTIFIED,"ENOAH ISOLUTIONS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,81744.0,2016
CERTIFIED,CAPGEMINI AMERICA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,DELIVERY MANAGER,Y,158038.0,2016
CERTIFIED,"THE HACKETT GROUP, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,CONSULTING MANAGER,Y,103813.0,2016
CERTIFIED,"PUGET SOUND ENERGY, INC.",COMPUTER & INFORMATION SYSTEMS MANAGERS,MANAGER - INFORMATION TECHNOLOGY (M3),Y,152630.0,2016
CERTIFIED,"FACEBOOK, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ENGINEERING MANAGER,Y,154527.0,2016
CERTIFIED,"DARTAND SYSTEMS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNOLOGY DIRECTOR,Y,89502.0,2016
CERTIFIED,"FACEBOOK, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ENGINEERING MANAGER,Y,164369.0,2016
CERTIFIED,"SYNECHRON, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,DIRECTOR-SOFTWARE/TECHNOLOGY & ACCOUNT MANAGER,Y,124900.0,2016
CERTIFIED,"GGK TECHNOLOGIES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL ONSITE COORDINATOR,Y,95056.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MGR IV,Y,122509.0,2016
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER,Y,87110.0,2016
WITHDRAWN,"GGK TECHNOLOGIES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL ONSITE COORDINATOR,Y,78125.0,2016
CERTIFIED,STRATEGISM INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL PROJECT MANAGER,Y,106163.2,2016
WITHDRAWN,"GGK TECHNOLOGIES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL ONSITE COORDINATOR,Y,78125.0,2016
CERTIFIED,"MANHATTAN ASSOCIATES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR MANAGER, SUPPORT CONSULTING",Y,101647.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,78125.0,2016
CERTIFIED,CEB INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, BIG DATA ENGINEERING",Y,92373.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, SERVICE ENGINEERING",Y,115700.0,2016
CERTIFIED,"NEW RELIC, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MANAGER - INFRASTRUCTURE,Y,145725.0,2016
CERTIFIED,BENYOUCEF LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,COMPUTER AND INFORMATION SYSTEMS MANAGERS,Y,111966.4,2016
CERTIFIED,"QUALCOMM TECHNOLOGIES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR PRODUCT MANAGER,Y,128283.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,90397.0,2016
CERTIFIED-WITHDRAWN,LINKEDIN CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,SITE RELIABILITY MANAGER,Y,184122.0,2016
CERTIFIED,REXEL HOLDINGS USA CORP.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,GROUP DIRECTOR - USER EXPERIENCE AND SEARCH,Y,119080.0,2016
CERTIFIED,"FACEBOOK, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ENGINEERING MANAGER,Y,154527.0,2016
CERTIFIED-WITHDRAWN,STRATEGISM INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL PROJECT MANAGER,Y,107000.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,91666.0,2016
CERTIFIED,CAPGEMINI FINANCIAL SERVICES USA INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,LEAD CONSULTANT,Y,71261.0,2016
CERTIFIED,TRIESTEN TECHNOLOGIES LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM/PROJECT MANAGERS,Y,78125.0,2016
CERTIFIED,IGT,COMPUTER AND INFORMATION SYSTEMS MANAGERS,GAME DESIGN MANAGER,Y,127629.0,2016
CERTIFIED,VIRTUSA CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER,Y,84656.0,2016
CERTIFIED,"ADIDAS AMERICA, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER PLATFORM OPERATIONS - ECOMMERCE,Y,79851.0,2016
CERTIFIED,"PERCOLATE INDUSTRIES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MANAGER,Y,106746.0,2016
CERTIFIED,"EIS GROUP, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SENIOR BUSINESS ANALYST,Y,118414.0,2016
CERTIFIED,SAS INSTITUTE INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"SENIOR MANAGER, DEVELOPMENT TESTING",Y,108618.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"TECH YAHOO, SOFTWARE DEV ENGINEER, PRINCIPAL",Y,129600.0,2016
CERTIFIED,"HANU SOFTWARE SOLUTIONS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER - CLOUD COMPUTING SERVICES,Y,87755.0,2016
CERTIFIED,TRIESTEN TECHNOLOGIES LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM/PROJECT MANAGERS,Y,78125.0,2016
CERTIFIED,SYNTEL CONSULTING INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,99133.0,2016
CERTIFIED,"NAGARRO, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,98946.0,2016
CERTIFIED,"HANU SOFTWARE SOLUTIONS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER - CLOUD COMPUTING SERVICES,Y,87755.0,2016
CERTIFIED,"HANU SOFTWARE SOLUTIONS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER - CLOUD COMPUTING SERVICES,Y,87755.0,2016
CERTIFIED,INDUS VALLEY PARTNERS CORP.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE DIRECTOR,Y,138133.0,2016
CERTIFIED,"BLOOMBERG, LP",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TEAM LEADER,Y,138133.0,2016
CERTIFIED,"HANU SOFTWARE SOLUTIONS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER - CLOUD COMPUTING SERVICES,Y,87755.0,2016
CERTIFIED,TRIESTEN TECHNOLOGIES LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM/PROJECT MANAGERS,Y,78125.0,2016
CERTIFIED,VIACOM INTERNATIONAL INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MANAGER,Y,106746.0,2016
CERTIFIED,"DICKINSON & ASSOCIATES, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"MANAGER, INNOVATION + TECHNOLOGY",Y,125445.0,2016
CERTIFIED,TRIESTEN TECHNOLOGIES LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM/PROJECT MANAGERS,Y,78125.0,2016
CERTIFIED,BAHA INDUSTRIES CORP.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT PROJECT MANAGER,Y,106746.0,2016
CERTIFIED,INDUS VALLEY PARTNERS CORP.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,ASSOCIATE DIRECTOR - TECHNOLOGY,Y,138133.0,2016
CERTIFIED,"AVON PRODUCTS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,SOLUTION MANAGER,Y,106746.0,2016
CERTIFIED,IBM CORPORATION,COMPUTER AND INFORMATION SYSTEMS MANAGERS,OFFERING MANAGER,Y,98966.0,2016
CERTIFIED,DELOITTE CONSULTING LLP,COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER,Y,87110.0,2016
CERTIFIED,"FACEBOOK, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,ENGINEERING MANAGER,Y,154527.0,2016
CERTIFIED,TRIESTEN TECHNOLOGIES LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM/PROJECT MANAGERS,Y,78125.0,2016
CERTIFIED,YAHOO! INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MANAGER IV,Y,122509.0,2016
CERTIFIED,"IRIS SOFTWARE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,VP TECH SERVICES -FINANCIAL PRACTICE,Y,180357.0,2016
CERTIFIED,"ROSETTA MARKETING GROUP, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,JAVA/WEBSPHERE TECHNICAL MANAGER,Y,138300.0,2016
CERTIFIED,"WYNDHAM HOTEL GROUP, LLC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,DELIVERY LEAD/SENIOR MANAGER,Y,120731.0,2016
CERTIFIED,"BLOOMBERG, LP",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TEAM LEADER,Y,138133.0,2016
CERTIFIED,"LEARNINGMATE SOLUTIONS, INC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT DIRECTOR,Y,106746.0,2016
CERTIFIED,"CLICKSOFTWARE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRINCIPAL ARCHITECT,Y,120910.0,2016
CERTIFIED,SCEPTER TECHNOLOGIES INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT MANAGER,Y,78125.0,2016
CERTIFIED,AEGIS COMPANY,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROGRAM MANAGER,Y,103875.0,2016
CERTIFIED,"DAVITA, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL LEAD (QUALITY ASSURANCE),Y,71261.0,2016
CERTIFIED,SYNTEL CONSULTING INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,96450.0,2016
CERTIFIED-WITHDRAWN,SOFTPATH SYSTEM LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL DELIVERY MANAGER,Y,112632.0,2016
CERTIFIED,"SPRINKLR, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL PROJECT MANAGER,Y,101774.0,2016
CERTIFIED,MERKLE INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,TECHNICAL PRODUCT MANAGER,Y,118414.0,2016
CERTIFIED,"FORTINET, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER SOFTWARE DEVELOPMENT QA,Y,122446.0,2016
CERTIFIED,LITMUS7 SYSTEMS CONSULTING INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,VP DELIVERY ASSURANCEÂ ,Y,118414.0,2016
CERTIFIED,"GROUPON, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,PRODUCT MANAGER,Y,154440.0,2016
CERTIFIED,"ALSBRIDGE, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,BUSINESS PROCESS IMPROVEMENT MANAGER,Y,96678.0,2016
CERTIFIED,COMPULAN CENTER INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,COMPUTER & INFORMATION SYSTEMS MANAGER,Y,96678.4,2016
CERTIFIED,"ANTHEM, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,MANAGER II TECHNOLOGY,Y,113200.0,2016
CERTIFIED,"MORTON GROVE PHARMACEUTICALS, INC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT MANAGER,Y,78125.0,2016
CERTIFIED,NOKIA SOLUTIONS AND NETWORKS US LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"USD TECHNICAL MANAGER, NEW APPLICATIONS",Y,103875.0,2016
CERTIFIED,GENIUS MINDS LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT PROJECT MANAGER,Y,95056.0,2016
CERTIFIED,BEYONDSOFT CONSULTING INC.,COMPUTER AND INFORMATION SYSTEMS MANAGERS,"ACCOUNT DIRECTOR, SALES",Y,99133.0,2016
CERTIFIED,"ROCKSTAR NEW ENGLAND, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT MANAGER,Y,96450.0,2016
CERTIFIED,"IHEALTH LABS, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,CHIEF TECHNOLOGY OFFICER,Y,213803.0,2016
WITHDRAWN,SCEPTER TECHNOLOGIES INC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,IT MANAGER,Y,78125.0,2016
CERTIFIED,"NSIGHT, INC",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"VP, IT - INFRASTRUCTURE",Y,124758.0,2016
CERTIFIED,"NAGARRO, INC.",COMPUTER AND INFORMATION SYSTEMS MANAGERS,"DIRECTOR, ENGAGEMENTS",Y,111904.0,2016
CERTIFIED,CITADEL LLC,COMPUTER AND INFORMATION SYSTEMS MANAGERS,PROJECT MANAGER,Y,125445.0,2016
